!TheSky Version 10.5.0 Build 13954 (64 bit)
ASCOM Mount
:NODA
:EQUAT
+39 00 26 2026 4 21 20.55 761.74 228.00  0.60 0.5500 0.0065
14 36 55.4451 +72 03 24.120 02 50 45.3800 +105 57 19.273  10 22.219 
15 21 01.1992 +71 44 28.166 03 34 46.4042 +106 16 25.098  10 23.341 
05 38 55.5074 +79 14 20.514 05 40 49.7057 +77 16 22.670  10 24.698 
02 12 41.3650 +72 32 21.581 02 17 43.3304 +70 33 52.540  10 26.259 
03 41 26.9841 +70 46 57.167 03 46 44.9992 +68 48 50.958  10 28.298 
04 02 36.0885 +78 08 14.235 04 05 22.0690 +76 10 05.789  10 28.903 
01 34 19.4710 +77 17 10.705 01 37 49.6377 +75 18 24.051  10 29.597 
01 11 27.4727 +71 29 55.058 01 16 50.2890 +69 31 25.845  10 30.205 
04 10 58.8316 +59 37 50.873 04 17 43.3076 +57 39 29.583  10 30.972 
04 27 29.3436 +51 30 53.242 04 34 44.3990 +49 33 02.033  10 31.568 
05 06 07.1936 +40 53 47.855 05 13 44.9278 +38 56 25.636  10 32.200 
05 23 12.7776 +34 15 09.182 05 30 59.8433 +32 17 21.985  10 32.791 
05 17 34.2912 +27 14 29.596 05 25 30.4608 +25 16 39.639  10 33.417 
05 43 15.4747 +21 48 01.124 05 51 16.1719 +19 50 24.836  10 34.032 
05 39 30.1863 +17 24 20.052 05 47 35.1711 +15 27 22.839  10 34.641 
06 17 00.8345 +17 48 46.647 06 25 02.6571 +15 51 45.320  10 35.268 
07 06 08.4109 +21 45 08.562 07 14 03.2360 +19 47 52.637  10 35.910 
07 41 03.9260 +25 52 43.560 07 48 52.6312 +23 55 31.379  10 36.791 
08 15 11.5642 +21 21 09.030 08 23 01.9421 +19 24 39.099  10 37.412 
08 29 53.1737 +27 28 51.286 08 37 37.6757 +25 31 50.447  10 38.091 
08 15 41.6784 +36 33 43.191 08 23 13.7430 +34 36 15.167  10 38.757 
08 55 46.1039 +36 18 58.786 09 03 17.5652 +34 21 45.009  10 39.442 
09 26 09.0178 +42 46 25.401 09 33 28.1880 +40 49 28.405  10 40.273 
08 46 40.7559 +46 25 41.494 08 53 52.4658 +44 28 08.880  10 40.920 
08 36 20.6087 +55 14 27.544 08 43 05.9285 +53 16 43.561  10 41.542 
09 31 06.5367 +55 09 48.873 09 37 50.3211 +53 12 15.427  10 42.200 
09 20 02.7187 +65 20 27.129 09 25 47.0916 +63 21 49.541  10 42.906 
07 31 09.4361 +63 36 42.354 07 37 13.6703 +61 37 30.061  10 43.598 
06 45 05.3469 +57 01 12.739 06 51 49.7712 +55 02 07.674  10 44.317 
05 58 12.7551 +61 04 15.497 06 04 42.3486 +59 04 09.600  10 45.173 
05 58 26.4163 +70 00 44.495 06 03 43.1764 +68 00 40.488  10 45.952 
07 23 21.6510 +75 46 42.170 07 26 51.9813 +73 46 36.238  10 46.627 
06 18 37.9396 +48 44 04.065 06 25 53.5870 +46 43 40.794  10 47.376 
06 42 19.1702 +46 14 05.935 06 49 40.6319 +44 14 44.136  10 48.006 
06 16 36.0677 +38 23 45.416 06 24 15.8898 +36 23 48.402  10 48.630 
07 04 01.6373 +31 50 11.583 07 11 47.7308 +29 51 18.877  10 49.280 
07 26 04.9351 +33 58 27.456 07 33 46.5762 +31 59 22.863  10 49.895 
07 49 04.3678 +47 10 23.481 07 56 19.0070 +45 10 53.125  10 50.542 
09 42 27.3036 +29 45 13.646 09 50 08.2439 +27 47 05.059  10 51.225 
10 28 51.7854 +35 42 54.841 10 36 21.7227 +33 44 53.427  10 51.850 
10 42 57.7097 +27 23 16.633 22 53 56.4148 +150 36 18.213  10 53.092 
10 11 30.9894 +16 33 17.716 10 19 25.0190 +14 35 21.655  10 54.293 
10 32 28.3471 +11 25 52.390 10 40 24.5684 +09 27 48.410  10 54.904 
10 36 45.0044 +03 53 03.573 10 44 45.3251 +01 55 21.581  10 55.506 
09 58 42.4118 +05 39 01.222 10 06 42.9947 +03 40 51.371  10 56.130 
09 49 42.1581 +11 12 58.728 09 57 39.7869 +09 14 38.169  10 56.739 
09 21 50.4792 +03 23 06.427 09 29 52.6469 +01 25 01.326  10 57.363 
08 40 12.7451 +01 36 46.380 08 48 18.3774 -00 21 46.814  10 58.004 
08 00 19.4301 +04 22 52.847 08 08 26.3461 +02 23 22.043  10 58.623 
07 34 12.2588 +03 40 31.513 07 42 21.8165 +01 40 49.865  10 59.227 
07 22 34.4645 +09 50 07.766 07 30 41.8536 +07 50 01.740  10 59.852 
07 28 05.4008 +12 13 19.712 07 36 11.3302 +10 13 38.534  11  0.457 
07 56 39.1237 -09 07 53.185 08 04 51.6630 -11 07 26.862  11  1.152 
